# header: 
#   title: D1 resonance data
#   source: Resonancetables
#   date: 2025-08-01
# reaction: 
#   type: D1
# quantity: 
#   type: resonance data
# datablock: 
#   columns: 11
#   entries: 149
##       Z              A            Liso           Value         dValue        Reference   Rel. dev. comp. Rel. dev. NDL  Rel. dev. all  #Experiments      Nuclide
##      []             []             []            [eV]           [eV]            []             [%]            [%]            [%]            []             []
        38             87              0        1.560000E+02   1.100000E+01  RIPL-3               13.87           0.00          16.87           1           Sr087 
        38             88              0        5.400000E+03   2.000000E+02  RIPL-3               23.93           0.00          29.42           0           Sr088 
        39             89              0        1.290000E+03   5.000000E+01  RIPL-3               14.36           0.00          17.71           2           Y089  
        40             90              0        2.500000E+03   5.000000E+02  RIPL-3               15.29           0.00          54.98           3           Zr090 
        40             91              0        2.500000E+02   3.000000E+01  RIPL-3               12.83           0.00          36.14           3           Zr091 
        40             92              0        1.400000E+03   2.000000E+02  RIPL-3                4.40           0.00          14.22           1           Zr092 
        40             93              0        1.200000E+02   2.000000E+01  RIPL-3               13.36           0.00          18.13           0           Zr093 
        40             94              0        1.600000E+03   2.000000E+02  RIPL-3               11.60           0.00          10.13           1           Zr094 
        40             96              0        4.000000E+03   8.000000E+02  RIPL-3                5.66           0.00          16.75           1           Zr096 
        41             93              0        5.000000E+01   6.000000E+00  RIPL-3                4.71           0.00           7.17           0           Nb093 
        42             92              0        9.000000E+02   6.000000E+01  RIPL-3                8.88           0.00           7.69           0           Mo092 
        42             94              0        5.080000E+02   4.700000E+01  RIPL-3                4.94           0.00           5.65           0           Mo094 
        42             95              0        3.800000E+01   5.000000E+00  RIPL-3               23.74           0.00          21.22           1           Mo095 
        42             96              0        3.500000E+02   5.000000E+01  RIPL-3                3.59           0.00           3.39           0           Mo096 
        42             97              0        2.200000E+01   8.600000E+00  RIPL-3                7.50           0.00          38.37           1           Mo097 
        42             98              0        2.900000E+02   3.000000E+01  RIPL-3                0.65           0.00          11.93           2           Mo098 
        42            100              0        2.600000E+02   3.000000E+01  RIPL-3                4.49           0.00           6.16           2           Mo100 
        43             99              0        6.800000E+00   3.000000E-01  Mughabghab-2018       0.00           0.00          74.49           0           Tc099 
        44            100              0        1.150000E+02   2.000000E+01  RIPL-3                2.83           0.00          27.32           0           Ru100 
        44            102              0        1.050000E+02   1.500000E+01  RIPL-3                9.60           0.00           7.87           0           Ru102 
        44            104              0        1.200000E+02   1.500000E+01  RIPL-3                9.23           0.00           8.78           0           Ru104 
        45            103              0        1.300000E+01   1.500000E+00  RIPL-3                5.11           0.00          25.25           0           Rh103 
        46            104              0        8.100000E+01   7.000000E+00  RIPL-3                4.65           0.00          10.06           1           Pd104 
        46            105              0        5.000000E+00   1.000000E+00  RIPL-3                0.70           0.00          72.51           0           Pd105 
        46            106              0        8.500000E+01   1.900000E+01  RIPL-3               12.69           0.00          10.50           1           Pd106 
        46            108              0        9.500000E+01   2.400000E+01  RIPL-3                3.86           0.00          18.88           1           Pd108 
        46            110              0        7.600000E+01   2.000000E+01  RIPL-3               16.48           0.00          15.46           1           Pd110 
        47            107              0        1.000000E+01   2.000000E+00  RIPL-3                2.77           0.00          54.97           1           Ag107 
        47            109              0        1.190000E+01   6.000000E-01  Mughabghab-2018       0.00           0.00          38.59           1           Ag109 
        48            106              0        5.200000E+01   6.000000E+00  RIPL-3                0.00           0.00          35.31           1           Cd106 
        48            108              0        9.200000E+01   2.000000E+01  RIPL-3               31.43           0.00          37.89           1           Cd108 
        48            110              0        8.000000E+01   5.000000E+00  RIPL-3                0.00           0.00          21.24           1           Cd110 
        48            111              0        1.400000E+01   1.000000E+00  RIPL-3                0.36           0.00          27.36           0           Cd111 
        48            112              0        5.900000E+01   3.000000E+00  RIPL-3               13.43           0.00          32.12           1           Cd112 
        48            113              0        1.100000E+01   1.200000E+00  RIPL-3               12.86           0.00          35.93           0           Cd113 
        48            114              0        8.700000E+01   8.000000E+00  RIPL-3                8.42           0.00          47.99           2           Cd114 
        48            116              0        2.150000E+02   2.000000E+01  RIPL-3                0.00           0.00           9.67           1           Cd116 
        49            115              0        5.100000E+00   4.000000E-01  RIPL-3                5.12           0.00          56.41           0           In115 
        50            114              0        2.800000E+00   3.000000E-01  Mughabghab-2018       0.00           0.00          94.50           0           Sn114 
        50            116              0        1.550000E+03   6.000000E+00  RIPL-3               81.82           0.00         104.80           0           Sn116 
        50            117              0        3.100000E+01   3.000000E+00  RIPL-3                0.00           0.00          39.51           0           Sn117 
        50            118              0        2.700000E+02   2.800000E+01  Mughabghab-2018       0.00           0.00          29.98           0           Sn118 
        50            120              0        4.100000E+02   2.000000E+01  RIPL-3                4.06           0.00           3.89           1           Sn120 
        50            122              0        1.030000E+03   3.000000E+01  RIPL-3                0.00           0.00           7.04           0           Sn122 
        50            124              0        1.630000E+03   7.000000E+01  RIPL-3               10.61           0.00           9.19           0           Sn124 
        51            121              0        6.700000E+00   1.000000E+00  Mughabghab-2018       0.00           0.00          91.14           0           Sb121 
        52            122              0        6.000000E+01   2.000000E+01  RIPL-3               14.94           0.00          37.74           0           Te122 
        52            124              0        1.300000E+02   3.000000E+01  RIPL-3               10.17           0.00          12.26           0           Te124 
        52            125              0        2.010000E+01   2.400000E+00  Mughabghab-2018       0.00           0.00          43.05           0           Te125 
        52            126              0        2.000000E+02   5.000000E+01  RIPL-3                0.76           0.00           8.34           0           Te126 
        52            128              0        5.000000E+02   5.000000E+01  RIPL-3                6.54           0.00          14.31           0           Te128 
        52            130              0        1.040000E+03   1.500000E+02  RIPL-3                4.15           0.00           5.99           0           Te130 
        53            127              0        6.500000E+00   1.000000E-01  G.Noguere             0.00           0.00           0.00           1           I127  
        53            129              0        1.410000E+01   5.000000E-01  G.Noguere             0.00           0.00           0.00           1           I129  
        54            136              0        9.600000E+03   9.000000E+02  RIPL-3               10.60           0.00          18.62           0           Xe136 
        56            134              0        1.630000E+02   1.100000E+01  RIPL-3               13.63           0.00          13.71           0           Ba134 
        56            136              0        5.220000E+02   3.400000E+01  RIPL-3                7.61           0.00           6.94           0           Ba136 
        56            138              0        6.760000E+03   6.700000E+02  RIPL-3                0.00           0.00          29.17           1           Ba138 
        57            139              0        1.610000E+02   2.000000E+01  Mughabghab-2018       0.00           0.00          21.44           1           La139 
        58            140              0        1.000000E+03   2.000000E+02  RIPL-3               21.91           0.00          21.05           1           Ce140 
        59            141              0        1.040000E+02   1.000000E+01  R.B.Taylor            0.00           0.00          10.05           2           Pr141 
        60            142              0        3.900000E+02   3.300000E+01  RIPL-3                0.00           0.00           8.87           0           Nd142 
        60            143              0        2.100000E+01   4.000000E+00  RIPL-3                0.47           0.00         109.61           0           Nd143 
        60            144              0        2.020000E+02   1.400000E+01  RIPL-3                0.00           0.00          15.25           0           Nd144 
        60            146              0        1.210000E+02   1.500000E+01  Mughabghab-2018       0.00           0.00          28.24           0           Nd146 
        62            144              0        2.650000E+02   2.200000E+01  RIPL-3                7.29           0.00           6.46           0           Sm144 
        70            170              0        8.000000E+00   0.000000E+00  H.Beer                0.00           0.00           0.00           1           Yb170 
        71            175              0        1.750000E+00   0.000000E+00  H.Beer                0.00           0.00           0.00           1           Lu175 
        72            174              0        3.220000E+00   5.400000E-01  G.Noguere             0.00           0.00           0.00           1           Hf174 
        72            176              0        1.167000E+01   8.300000E-01  G.Noguere             0.00           0.00           0.00           1           Hf176 
        72            177              0        1.270000E+00   3.000000E-02  G.Noguere             0.00           0.00           0.00           1           Hf177 
        72            178              0        2.047000E+01   2.800000E+00  G.Noguere             0.00           0.00           0.00           1           Hf178 
        72            179              0        2.280000E+00   1.200000E-01  G.Noguere             0.00           0.00           0.00           1           Hf179 
        72            180              0        4.760000E+01   2.490000E+00  G.Noguere             0.00           0.00           0.00           1           Hf180 
        73            181              0        2.150000E+00   0.000000E+00  T.Y.Byoun             0.00           0.00           0.00           1           Ta181 
        74            183              0        1.800000E+01   0.000000E+00  F.W.K.Firk            0.00           0.00           0.00           1           W183  
        76            187              0        6.400000E+00   8.000000E-01  R.R.Winters           0.00           0.00           0.00           1           Os187 
        80            200              0        2.000000E+02   4.000000E+01  RIPL-3                5.26           0.00          25.58           0           Hg200 
        80            202              0        1.300000E+03   1.400000E+02  Mughabghab-2018       0.00           0.00          11.15           0           Hg202 
        80            204              0        4.120000E+03   6.200000E+02  Mughabghab-2018       0.00           0.00          34.41           0           Hg204 
        81            203              0        2.000000E+02   2.000000E+01  RIPL-3                9.91           0.00          20.64           0           Tl203 
        81            205              0        1.140000E+03   8.000000E+01  RIPL-3               99.80           0.00          71.08           0           Tl205 
        82            204              0        6.900000E+02   6.000000E+01  RIPL-3                7.14           0.00          15.01           0           Pb204 
        82            206              0        5.400000E+03   5.000000E+02  RIPL-3                8.55           0.00           7.49           0           Pb206 
        82            207              0        4.800000E+03   8.000000E+02  RIPL-3                2.98           0.00           4.53           0           Pb207 
        82            208              0        3.000000E+04   5.000000E+03  RIPL-3                7.69           0.00          10.07           0           Pb208 
        83            209              0        1.050000E+03   1.000000E+02  RIPL-3               41.12           0.00          35.64           1           Bi209 
        90            232              0        5.900000E+00   2.000000E-01  RIPL-3                0.00           0.00          48.24           3           Th232 
        92            238              0        7.700000E+00   3.000000E+00  RIPL-3                1.74           0.00          20.89           5           U238  
