# header: 
#   title: D0 resonance data
#   source: Resonancetables
#   date: 2025-08-01
# reaction: 
#   type: D0
# quantity: 
#   type: resonance data
# datablock: 
#   columns: 11
#   entries: 346
##       Z              A            Liso           Value         dValue        Reference   Rel. dev. comp. Rel. dev. NDL  Rel. dev. all  #Experiments      Nuclide
##      []             []             []            [eV]           [eV]            []             [%]            [%]            [%]            []             []
        29              0              0        3.000000E+04   1.800000E+04  S.P.Kapchigashe       0.00           0.00           0.00           1           Cu000 
        29             63              0        7.000000E+02   9.000000E+01  RIPL-3               14.29           0.00          67.25           4           Cu063 
        29             65              0        1.300000E+03   1.100000E+02  RIPL-3                7.55           0.00          62.81           4           Cu065 
        30             64              0        2.300000E+03   3.000000E+02  RIPL-3               17.89           0.00          16.80           0           Zn064 
        30             66              0        4.620000E+03   5.500000E+02  RIPL-3                0.81           0.00           6.25           1           Zn066 
        30             67              0        3.700000E+02   2.000000E+01  RIPL-3                3.93           0.00          25.79           0           Zn067 
        30             68              0        5.560000E+03   4.300000E+02  RIPL-3               16.84           0.00          14.94           1           Zn068 
        30             70              0        6.520000E+03   4.200000E+02  RIPL-3                7.47           0.00           7.66           0           Zn070 
        31              0              0        2.900000E+03   8.000000E+02  S.P.Kapchigashe       0.00           0.00           0.00           1           Ga000 
        31             69              0        3.160000E+02   4.100000E+01  RIPL-3               18.64           0.00          23.15           1           Ga069 
        31             71              0        3.800000E+02   6.000000E+01  RIPL-3               26.52           0.00          20.33           1           Ga071 
        32             70              0        1.170000E+03   2.300000E+02  RIPL-3               12.26           0.00          20.49           3           Ge070 
        32             72              0        1.500000E+03   3.000000E+02  RIPL-3               10.46           0.00          17.88           2           Ge072 
        32             73              0        6.200000E+01   1.500000E+01  RIPL-3                1.46           0.00          27.25           3           Ge073 
        32             74              0        3.000000E+03   1.000000E+03  RIPL-3                0.00           0.00          20.50           1           Ge074 
        32             76              0        4.500000E+03   1.000000E+03  RIPL-3                9.74           0.00           8.21           2           Ge076 
        33             75              0        9.000000E+01   8.000000E+00  RIPL-3                6.99           0.00         161.66           2           As075 
        34             74              0        3.400000E+02   8.000000E+01  RIPL-3                5.77           0.00          12.10           1           Se074 
        34             76              0        6.500000E+02   1.000000E+02  RIPL-3                6.05           0.00          12.06           1           Se076 
        34             77              0        1.200000E+02   1.500000E+01  RIPL-3                4.16           0.00          20.33           1           Se077 
        34             78              0        1.500000E+03   3.000000E+02  RIPL-3               14.49           0.00          39.65           1           Se078 
        34             80              0        2.400000E+03   8.000000E+02  RIPL-3               42.45           0.00          47.49           1           Se080 
        34             82              0        5.000000E+03   2.500000E+03  RIPL-3               29.77           0.00          27.04           0           Se082 
        35              0              0        5.100000E+02   8.000000E+01  S.P.Kapchigashe       0.00           0.00          85.45           2           Br000 
        35             79              0        4.700000E+01   5.000000E+00  RIPL-3                0.00           0.00          17.40           1           Br079 
        35             81              0        1.000000E+02   1.500000E+01  RIPL-3               16.19           0.00          39.25           1           Br081 
        36             78              0        2.500000E+02   8.000000E+01  RIPL-3                3.87           0.00           3.53           0           Kr078 
        36             80              0        2.800000E+02   8.000000E+01  RIPL-3                3.29           0.00           8.82           0           Kr080 
        36             82              0        1.240000E+03   1.000000E+02  Mughabghab-2018       0.00           0.00          19.89           0           Kr082 
        36             83              0        2.000000E+02   1.000000E+02  RIPL-3               16.30           0.00          17.08           0           Kr083 
        36             84              0        4.000000E+03   4.000000E+02  RIPL-3               47.25           0.00          65.48           0           Kr084 
        36             86              0        2.900000E+04   1.500000E+03  RIPL-3                6.42           0.00          13.25           0           Kr086 
        37              0              0        2.300000E+03   7.000000E+02  S.P.Kapchigashe       0.00           0.00           0.00           1           Rb000 
        37             85              0        1.720000E+02   8.000000E+00  RIPL-3                0.55           0.00         123.28           4           Rb085 
        37             87              0        1.630000E+03   1.500000E+02  RIPL-3                9.01           0.00          44.73           2           Rb087 
        38             84              0        3.200000E+02   1.200000E+02  RIPL-3                8.71           0.00          25.30           1           Sr084 
        38             86              0        2.600000E+03   8.000000E+02  RIPL-3                1.84           0.00          41.69           3           Sr086 
        38             87              0        2.900000E+02   8.000000E+01  RIPL-3                3.67           0.00          34.67           2           Sr087 
        38             88              0        2.370000E+04   2.900000E+03  RIPL-3                2.54           0.00          43.37           4           Sr088 
        39             89              0        3.700000E+03   4.000000E+02  RIPL-3                1.26           0.00         144.55           6           Y089  
        40             90              0        6.000000E+03   1.400000E+03  RIPL-3                5.08           0.00          74.78           6           Zr090 
        40             91              0        5.500000E+02   1.000000E+02  RIPL-3                1.21           0.00         115.47           6           Zr091 
        40             92              0        3.500000E+03   8.000000E+02  RIPL-3                3.93           0.00          69.60           5           Zr092 
        40             93              0        3.020000E+02   7.500000E+01  RIPL-3               25.80           0.00          34.39           0           Zr093 
        40             94              0        4.000000E+03   8.000000E+02  RIPL-3               10.10           0.00          86.09           5           Zr094 
        40             96              0        1.300000E+04   3.000000E+03  RIPL-3                0.73           0.00          60.18           3           Zr096 
        41             93              0        9.400000E+01   1.000000E+01  RIPL-3                7.80           0.00         133.13           4           Nb093 
        42              0              0        1.890000E+01   0.000000E+00  S.Wynchank            0.00           0.00          26.46           2           Mo000 
        42             92              0        2.700000E+03   5.000000E+02  RIPL-3                1.72           0.00           7.01           2           Mo092 
        42             94              0        1.320000E+03   1.800000E+02  RIPL-3               12.20           0.00          40.42           2           Mo094 
        42             95              0        8.100000E+01   1.400000E+01  RIPL-3               13.99           0.00          94.58          15           Mo095 
        42             96              0        1.050000E+03   2.000000E+02  RIPL-3                1.82           0.00          74.21           3           Mo096 
        42             97              0        6.000000E+01   1.000000E+01  RIPL-3               11.89           0.00         149.23           5           Mo097 
        42             98              0        1.000000E+03   2.000000E+02  RIPL-3                1.43           0.00          63.83           5           Mo098 
        42            100              0        6.200000E+02   1.000000E+02  RIPL-3               12.60           0.00          72.36           6           Mo100 
        43             99              0        1.400000E+01   1.200000E+00  RIPL-3                6.36           0.00          84.20           4           Tc099 
        44             99              0        2.500000E+01   4.000000E+00  RIPL-3                5.89           0.00          86.44           3           Ru099 
        44            100              0        3.450000E+02   6.000000E+01  RIPL-3                0.00           0.00          52.15           1           Ru100 
        44            101              0        1.800000E+01   3.000000E+00  RIPL-3                1.30           0.00          68.36           4           Ru101 
        44            102              0        2.800000E+02   5.000000E+01  RIPL-3               32.53           0.00          59.75           3           Ru102 
        44            103              0        9.000000E+00   0.000000E+00  V.A.Anufriev          0.00           0.00           0.00           1           Ru103 
        44            104              0        3.200000E+02   6.500000E+01  RIPL-3                3.23           0.00          53.50           2           Ru104 
        45            103              0        3.200000E+01   4.000000E+00  RIPL-3                3.32           0.00          79.90           6           Rh103 
        46            104              0        3.000000E+02   6.000000E+01  RIPL-3                9.50           0.00          10.38           1           Pd104 
        46            105              0        1.030000E+01   5.000000E-01  RIPL-3                2.69           0.00          15.61           4           Pd105 
        46            106              0        2.170000E+02   6.000000E+01  RIPL-3               14.02           0.00          38.85           1           Pd106 
        46            107              0        1.100000E+01   8.000000E-01  RIPL-3                1.74           0.00          23.04           1           Pd107 
        46            108              0        1.820000E+02   3.300000E+01  RIPL-3                9.88           0.00           8.34           1           Pd108 
        46            110              0        2.750000E+02   8.000000E+01  RIPL-3               30.32           0.00          64.54           1           Pd110 
        47              0              0        1.200000E+02   2.000000E+01  S.P.Kapchigashe       0.00           0.00          97.01           3           Ag000 
        47            107              0        2.800000E+01   2.000000E+00  RIPL-3                9.81           0.00          19.19           4           Ag107 
        47            109              0        1.800000E+01   1.000000E+00  RIPL-3               22.63           0.00          21.46           5           Ag109 
        47            110              1        9.700000E+00   1.800000E+00  Mughabghab-2018       0.00           0.00          18.18           0           Ag110m
        48            106              0        1.650000E+02   3.500000E+01  RIPL-3                9.75           0.00           8.36           1           Cd106 
        48            108              0        1.200000E+02   3.000000E+01  RIPL-3                0.00           0.00           3.68           1           Cd108 
        48            110              0        1.550000E+02   2.000000E+01  RIPL-3               10.42           0.00          13.62           2           Cd110 
        48            111              0        2.700000E+01   2.000000E+00  RIPL-3               13.30           0.00          28.83           4           Cd111 
        48            112              0        1.900000E+02   2.500000E+01  RIPL-3                3.63           0.00          31.97           3           Cd112 
        48            113              0        2.480000E+01   2.600000E+00  RIPL-3                8.07           0.00          37.47           3           Cd113 
        48            114              0        2.100000E+02   2.000000E+01  RIPL-3               10.82           0.00          32.44           2           Cd114 
        48            116              0        7.040000E+02   2.700000E+02  RIPL-3               24.70           0.00          59.31           2           Cd116 
        49              0              0        9.000000E+00   0.000000E+00  J.H.Gibbons           0.00           0.00           0.00           1           In000 
        49            113              0        1.070000E+01   8.000000E-01  RIPL-3                9.46           0.00          35.23           3           In113 
        49            115              0        9.500000E+00   5.000000E-01  RIPL-3                4.33           0.00         127.06           6           In115 
        50            112              0        1.580000E+02   4.700000E+01  RIPL-3                4.22           0.00          11.26           2           Sn112 
        50            114              0        2.860000E+02   1.100000E+02  RIPL-3                8.01           0.00          15.23           1           Sn114 
        50            115              0        4.600000E+01   1.400000E+01  V.M.Timokhov          0.00           0.00           0.00           1           Sn115 
        50            116              0        4.500000E+02   5.000000E+01  RIPL-3               11.65           0.00          74.18           5           Sn116 
        50            117              0        6.100000E+01   7.000000E+00  RIPL-3                4.79           0.00         115.61           5           Sn117 
        50            118              0        7.000000E+02   1.500000E+01  RIPL-3               16.55           0.00          37.14           3           Sn118 
        50            119              0        9.000000E+01   2.000000E+01  RIPL-3                2.57           0.00         108.98           7           Sn119 
        50            120              0        1.250000E+03   2.000000E+02  RIPL-3               10.99           0.00          38.06           4           Sn120 
        50            122              0        2.960000E+03   1.500000E+02  RIPL-3                0.08           0.00          88.43           5           Sn122 
        50            124              0        5.000000E+03   1.000000E+03  RIPL-3                8.30           0.00          53.85           4           Sn124 
        51              0              0        8.000000E+00   0.000000E+00  S.Wynchank            0.00           0.00         122.10           4           Sb000 
        51            121              0        1.300000E+01   2.000000E+00  RIPL-3               10.10           0.00          46.48           4           Sb121 
        51            123              0        2.400000E+01   3.000000E+00  RIPL-3                0.00           0.00          25.83           3           Sb123 
        52              0              0        1.600000E+01   0.000000E+00  S.Wynchank            0.00           0.00          44.83           2           Te000 
        52            122              0        1.460000E+02   1.400000E+01  RIPL-3                4.89           0.00          33.09           2           Te122 
        52            123              0        2.510000E+01   2.800000E+00  RIPL-3               15.65           0.00          27.21           2           Te123 
        52            124              0        2.200000E+02   3.000000E+01  RIPL-3                6.73           0.00          24.68           2           Te124 
        52            125              0        4.300000E+01   3.000000E+00  RIPL-3                5.09           0.00          23.14           2           Te125 
        52            126              0        6.400000E+02   1.700000E+02  RIPL-3                6.34           0.00          49.76           1           Te126 
        52            128              0        1.510000E+03   3.700000E+02  RIPL-3               41.10           0.00          70.82           1           Te128 
        52            130              0        1.500000E+03   5.000000E+02  RIPL-3                0.00           0.00          91.35           1           Te130 
        53            127              0        1.500000E+01   2.000000E+00  RIPL-3                8.32           0.00         136.23           8           I127  
        53            129              0        2.000000E+01   3.000000E+00  RIPL-3               19.00           0.00          23.91           2           I129  
        54            124              0        4.300000E+01   9.000000E+00  Mughabghab-2018       0.00           0.00          47.08           0           Xe124 
        54            126              0        1.080000E+02   2.300000E+01  Mughabghab-2018       0.00           0.00          10.51           0           Xe126 
        54            128              0        2.500000E+02   1.000000E+02  RIPL-3                5.89           0.00          10.89           1           Xe128 
        54            129              0        3.800000E+01   5.000000E+00  RIPL-3               12.86           0.00         125.47           2           Xe129 
        54            130              0        1.740000E+02   2.800000E+01  RIPL-3               13.70           0.00          30.37           1           Xe130 
        54            131              0        4.900000E+01   8.000000E+00  RIPL-3                4.26           0.00          47.82           2           Xe131 
        54            132              0        7.500000E+02   2.300000E+02  RIPL-3                0.63           0.00          27.60           1           Xe132 
        54            134              0        8.000000E+02   4.000000E+02  RIPL-3               42.01           0.00          42.52           0           Xe134 
        54            136              0        2.880000E+04   2.700000E+03  RIPL-3               37.80           0.00          37.80           0           Xe136 
        55            132              0        2.000000E+01   9.000000E-01  Mughabghab-2018       0.00           0.00          25.31           0           Cs132 
        55            133              0        2.100000E+01   2.000000E+00  RIPL-3                0.00           0.00         137.32           6           Cs133 
        55            134              0        1.600000E+01   3.000000E+00  RIPL-3               35.36           0.00          31.00           1           Cs134 
        55            135              0        5.100000E+01   2.600000E+01  RIPL-3                9.89           0.00          21.02           0           Cs135 
        56            130              0        5.800000E+01   1.000000E+01  RIPL-3                8.53           0.00          16.19           0           Ba130 
        56            132              0        1.100000E+02   3.500000E+01  RIPL-3                0.00           0.00           0.27           0           Ba132 
        56            133              0        2.000000E+01   8.000000E+00  RIPL-3               37.50           0.00          41.89           0           Ba133 
        56            134              0        3.710000E+02   3.600000E+01  RIPL-3                1.41           0.00          19.40           1           Ba134 
        56            135              0        4.000000E+01   6.000000E+00  RIPL-3                0.00           0.00           9.62           2           Ba135 
        56            136              0        1.210000E+03   1.190000E+02  RIPL-3               10.46           0.00          15.16           1           Ba136 
        56            137              0        3.500000E+02   5.000000E+01  RIPL-3               14.63           0.00          21.99           2           Ba137 
        56            138              0        1.870000E+04   2.900000E+03  RIPL-3               19.51           0.00          31.65           2           Ba138 
        57            138              0        3.200000E+01   6.000000E+00  RIPL-3                1.94           0.00          32.42           1           La138 
        57            139              0        2.200000E+02   2.000000E+01  RIPL-3                2.18           0.00         192.62           4           La139 
        58            136              0        6.000000E+01   2.000000E+01  RIPL-3               20.89           0.00          24.09           1           Ce136 
        58            138              0        1.950000E+02   2.000000E+01  Mughabghab-2018       0.00           0.00           6.75           0           Ce138 
        58            139              0        3.470000E+03   4.700000E+02  Mughabghab-2018       0.00           0.00          98.32           0           Ce139 
        58            140              0        3.100000E+03   5.000000E+02  RIPL-3                0.00           0.00          45.16           4           Ce140 
        58            141              0        6.500000E+01   2.000000E+01  RIPL-3               15.27           0.00          14.69           0           Ce141 
        58            142              0        1.100000E+03   3.000000E+02  RIPL-3               12.50           0.00          35.76           2           Ce142 
        59            141              0        1.100000E+02   2.000000E+01  RIPL-3                0.00           0.00         210.75           7           Pr141 
        59            143              0        7.900000E+01   3.200000E+01  Mughabghab-2018       0.00           0.00          44.40           0           Pr143 
        60            142              0        1.030000E+03   1.350000E+02  RIPL-3                8.34           0.00          24.15           4           Nd142 
        60            143              0        3.800000E+01   2.000000E+00  RIPL-3                3.61           0.00          10.17           3           Nd143 
        60            144              0        4.500000E+02   5.000000E+01  RIPL-3                0.00           0.00           9.35           4           Nd144 
        60            145              0        1.700000E+01   2.000000E+00  RIPL-3                2.18           0.00           9.03           4           Nd145 
        60            146              0        3.400000E+02   5.000000E+01  RIPL-3                7.72           0.00          19.77           4           Nd146 
        60            147              0        4.000000E+00   1.500000E+00  RIPL-3               23.15           0.00          19.93           0           Nd147 
        60            148              0        1.550000E+02   2.000000E+01  RIPL-3                2.98           0.00          26.15           4           Nd148 
        60            150              0        1.650000E+02   1.500000E+01  RIPL-3                1.13           0.00          22.56           3           Nd150 
        61            147              0        5.200000E+00   1.200000E+00  RIPL-3                8.36           0.00          28.31           3           Pm147 
        62            144              0        7.700000E+02   4.500000E+01  RIPL-3                9.19           0.00           7.31           1           Sm144 
        62            147              0        5.700000E+00   5.000000E-01  RIPL-3                6.98           0.00          70.23           7           Sm147 
        62            148              0        6.500000E+01   2.000000E+01  RIPL-3               21.52           0.00          21.15           0           Sm148 
        62            149              0        2.400000E+00   2.000000E-01  RIPL-3                8.70           0.00         140.94           6           Sm149 
        62            150              0        4.600000E+01   8.000000E+00  RIPL-3                3.98           0.00          46.92           0           Sm150 
        62            151              0        1.400000E+00   1.500000E-01  RIPL-3               12.24           0.00          19.63           2           Sm151 
        62            152              0        4.600000E+01   3.000000E+00  RIPL-3                6.54           0.00          11.58           2           Sm152 
        62            154              0        1.140000E+02   1.500000E+01  RIPL-3                0.83           0.00          15.00           2           Sm154 
        63            151              0        7.300000E-01   7.000000E-02  RIPL-3                0.00           0.00         137.26           3           Eu151 
        63            152              0        5.600000E-01   2.000000E-01  RIPL-3               12.86           0.00          44.57           1           Eu152 
        63            153              0        1.100000E+00   2.000000E-01  RIPL-3                4.96           0.00         115.67           3           Eu153 
        63            154              0        9.200000E-01   1.200000E-01  RIPL-3                1.55           0.00          17.21           2           Eu154 
        63            155              0        4.300000E+00   1.500000E+00  RIPL-3                0.00           0.00           5.43           1           Eu155 
        64            152              0        1.400000E+01   3.000000E+00  RIPL-3                1.70           0.00          18.29           1           Gd152 
        64            153              0        3.000000E+00   6.000000E-01  RIPL-3                0.00           0.00         113.25           1           Gd153 
        64            154              0        1.450000E+01   1.500000E+00  RIPL-3                5.23           0.00          24.68           3           Gd154 
        64            155              0        1.700000E+00   2.000000E-01  RIPL-3                5.77           0.00          45.80           7           Gd155 
        64            156              0        3.000000E+01   6.000000E+00  RIPL-3                0.78           0.00          27.47           2           Gd156 
        64            157              0        4.900000E+00   5.000000E-01  RIPL-3                2.45           0.00          46.78           9           Gd157 
        64            158              0        8.200000E+01   6.000000E+00  RIPL-3                2.82           0.00          17.67           3           Gd158 
        64            160              0        1.800000E+02   2.000000E+01  RIPL-3                4.31           0.00          37.17           4           Gd160 
        65            158              0        3.780000E+00   1.600000E-01  Mughabghab-2018       0.00           0.00          84.05           0           Tb158 
        65            159              0        3.820000E+00   2.400000E+00  RIPL-3                4.81           0.00          69.00          13           Tb159 
        65            160              0        1.300000E+00   8.900000E-01  Mughabghab-2018       0.00           0.00          16.14           1           Tb160 
        65            161              0        1.300000E+00   8.900000E-01  Mughabghab-2018       0.00           0.00          34.30           0           Tb161 
        66            156              0        2.800000E+00   6.000000E-01  RIPL-3               25.65           0.00          27.93           1           Dy156 
        66            158              0        2.200000E+01   1.100000E+01  RIPL-3                0.00           0.00          14.68           1           Dy158 
        66            160              0        2.700000E+01   5.000000E+00  RIPL-3                0.52           0.00          25.82           2           Dy160 
        66            161              0        2.400000E+00   2.000000E-01  RIPL-3                6.58           0.00          38.15           7           Dy161 
        66            162              0        6.200000E+01   5.000000E+00  RIPL-3                3.34           0.00           6.58           2           Dy162 
        66            163              0        6.800000E+00   6.000000E-01  RIPL-3                1.31           0.00          45.77           9           Dy163 
        66            164              0        1.500000E+02   1.000000E+01  RIPL-3                1.88           0.00          12.83           2           Dy164 
        67            165              0        4.200000E+00   5.000000E-01  RIPL-3                1.66           0.00         145.04           4           Ho165 
        68            162              0        6.900000E+00   1.200000E+00  RIPL-3                7.09           0.00           7.96           2           Er162 
        68            164              0        2.100000E+01   4.000000E+00  RIPL-3                8.57           0.00          16.94           2           Er164 
        68            166              0        3.800000E+01   3.000000E+00  RIPL-3                2.27           0.00          20.88           4           Er166 
        68            167              0        4.200000E+00   3.000000E-01  RIPL-3                4.64           0.00          27.21           9           Er167 
        68            168              0        1.000000E+02   1.000000E+01  RIPL-3                2.59           0.00          17.41           2           Er168 
        68            170              0        1.470000E+02   2.000000E+01  RIPL-3                3.32           0.00           7.82           2           Er170 
        69            169              0        8.500000E+00   7.000000E-01  RIPL-3                7.11           0.00          30.32           1           Tm169 
        69            170              0        3.900000E+00   1.000000E+00  RIPL-3               13.16           0.00          14.64           0           Tm170 
        69            171              0        1.500000E+01   4.000000E+00  C.Guerrero            0.00           0.00           0.00           1           Tm171 
        70            166              0        5.100000E+00   5.000000E-01  Mughabghab-2018       0.00           0.00          10.34           0           Yb166 
        70            168              0        8.000000E+00   3.000000E+00  RIPL-3               20.63           0.00          32.42           3           Yb168 
        70            169              0        1.600000E+00   4.000000E-01  RIPL-3                3.63           0.00          16.27           1           Yb169 
        70            170              0        3.500000E+01   6.000000E+00  RIPL-3               16.45           0.00          25.56           1           Yb170 
        70            171              0        6.900000E+00   5.000000E-01  RIPL-3                7.46           0.00          22.79           3           Yb171 
        70            172              0        7.600000E+01   5.000000E+00  RIPL-3                3.74           0.00           3.52           1           Yb172 
        70            173              0        7.500000E+00   5.000000E-01  RIPL-3                2.94           0.00          13.67           3           Yb173 
        70            174              0        1.920000E+02   1.800000E+01  RIPL-3                7.26           0.00          11.32           1           Yb174 
        70            176              0        2.400000E+02   2.000000E+01  RIPL-3               10.62           0.00          20.62           1           Yb176 
        71              0              0        1.500000E+00   0.000000E+00  J.H.Gibbons           0.00           0.00           0.00           1           Lu000 
        71            173              0        1.160000E+00   2.900000E-01  Mughabghab-2018       0.00           0.00          31.14           1           Lu173 
        71            175              0        3.450000E+00   1.500000E-01  RIPL-3                6.43           0.00         184.78           4           Lu175 
        71            176              0        1.610000E+00   1.600000E-01  RIPL-3               27.01           0.00          56.45           1           Lu176 
        72            174              0        1.800000E+01   5.000000E+00  RIPL-3               15.07           0.00          13.07           3           Hf174 
        72            176              0        3.000000E+01   7.000000E+00  RIPL-3               10.10           0.00          16.80           3           Hf176 
        72            177              0        2.400000E+00   3.000000E-01  RIPL-3                1.59           0.00          39.85          19           Hf177 
        72            178              0        5.700000E+01   6.000000E+00  RIPL-3                3.39           0.00          10.93           3           Hf178 
        72            178              2        9.400000E-01   6.000000E-01  Mughabghab-2018       0.00           0.00           9.51           0           Hf178n
        72            179              0        4.600000E+00   3.000000E-01  RIPL-3                5.43           0.00          39.80           5           Hf179 
        72            180              0        9.400000E+01   1.500000E+01  RIPL-3                9.37           0.00          21.63           3           Hf180 
        73              0              0        4.300000E+00   0.000000E+00  J.H.Gibbons           0.00           0.00           0.00           1           Ta000 
        73            180              0        1.200000E+00   2.000000E-01  RIPL-3                0.00           0.00          27.32           0           Ta180 
        73            180              1        1.020000E+00   8.000000E-02  Mughabghab-2018       0.00           0.00          25.00           0           Ta180m
        73            181              0        4.200000E+00   3.000000E-01  RIPL-3                0.34           0.00         132.89          10           Ta181 
        73            182              0        3.500000E+00   7.000000E-01  RIPL-3                0.00           0.00          36.25           1           Ta182 
        74              0              0        1.000000E+01   0.000000E+00  C.Corge               0.00           0.00           0.00           1           W000  
        74            180              0        2.000000E+01   7.000000E+00  RIPL-3               14.78           0.00          14.08           0           W180  
        74            182              0        6.000000E+01   6.000000E+00  RIPL-3                2.62           0.00           9.03           3           W182  
